Date;Time;Eur/MWh
14.03.2026;20:45 - 21:00;128,54
14.03.2026;21:00 - 21:15;140
14.03.2026;21:15 - 21:30;133,54
14.03.2026;21:30 - 21:45;140,4
14.03.2026;21:45 - 22:00;135,87
14.03.2026;22:00 - 22:15;139,53
14.03.2026;22:15 - 22:30;132,99
14.03.2026;22:30 - 22:45;139,81
14.03.2026;22:45 - 23:00;128,62
14.03.2026;23:00 - 23:15;139,61
14.03.2026;23:15 - 23:30;128,82
14.03.2026;23:30 - 23:45;127,35
14.03.2026;23:45 - 00:00;116,4
15.03.2026;00:00 - 00:15;142,07
15.03.2026;00:15 - 00:30;138,92
15.03.2026;00:30 - 00:45;130,95
15.03.2026;00:45 - 01:00;120,89
15.03.2026;01:00 - 01:15;133,14
15.03.2026;01:15 - 01:30;132,35
15.03.2026;01:30 - 01:45;129,94
15.03.2026;01:45 - 02:00;124,42
15.03.2026;02:00 - 02:15;130,89
15.03.2026;02:15 - 02:30;125,6
15.03.2026;02:30 - 02:45;120,16
15.03.2026;02:45 - 03:00;118,77
15.03.2026;03:00 - 03:15;119,13
15.03.2026;03:15 - 03:30;120,69
15.03.2026;03:30 - 03:45;126,82
15.03.2026;03:45 - 04:00;129,17
15.03.2026;04:00 - 04:15;123,32
15.03.2026;04:15 - 04:30;123,32
15.03.2026;04:30 - 04:45;124,64
15.03.2026;04:45 - 05:00;126,8
15.03.2026;05:00 - 05:15;123,17
15.03.2026;05:15 - 05:30;121,85
15.03.2026;05:30 - 05:45;127,42
15.03.2026;05:45 - 06:00;130,15
15.03.2026;06:00 - 06:15;123,65
15.03.2026;06:15 - 06:30;130,04
15.03.2026;06:30 - 06:45;129,5
15.03.2026;06:45 - 07:00;122,98
15.03.2026;07:00 - 07:15;132,85
15.03.2026;07:15 - 07:30;119,36
15.03.2026;07:30 - 07:45;116,04
15.03.2026;07:45 - 08:00;107,07
15.03.2026;08:00 - 08:15;126,9
15.03.2026;08:15 - 08:30;112,67
15.03.2026;08:30 - 08:45;112,11
15.03.2026;08:45 - 09:00;106,92
15.03.2026;09:00 - 09:15;124,84
15.03.2026;09:15 - 09:30;122,22
15.03.2026;09:30 - 09:45;114,08
15.03.2026;09:45 - 10:00;112,75
15.03.2026;10:00 - 10:15;65,41
15.03.2026;10:15 - 10:30;107,39
15.03.2026;10:30 - 10:45;108,07
15.03.2026;10:45 - 11:00;99,2
15.03.2026;11:00 - 11:15;111,28
15.03.2026;11:15 - 11:30;106,71
15.03.2026;11:30 - 11:45;85,08
15.03.2026;11:45 - 12:00;63,91
15.03.2026;12:00 - 12:15;96,78
15.03.2026;12:15 - 12:30;75,17
15.03.2026;12:30 - 12:45;56,81
15.03.2026;12:45 - 13:00;42
15.03.2026;13:00 - 13:15;58,87
15.03.2026;13:15 - 13:30;51,07
15.03.2026;13:30 - 13:45;40,26
15.03.2026;13:45 - 14:00;35,92
15.03.2026;14:00 - 14:15;33,74
15.03.2026;14:15 - 14:30;40,01
15.03.2026;14:30 - 14:45;49,74
15.03.2026;14:45 - 15:00;54,16
15.03.2026;15:00 - 15:15;54,24
15.03.2026;15:15 - 15:30;58,23
15.03.2026;15:30 - 15:45;73,98
15.03.2026;15:45 - 16:00;94,39
15.03.2026;16:00 - 16:15;61,59
15.03.2026;16:15 - 16:30;94,34
15.03.2026;16:30 - 16:45;109,51
15.03.2026;16:45 - 17:00;137,01
15.03.2026;17:00 - 17:15;111,32
15.03.2026;17:15 - 17:30;130,65
15.03.2026;17:30 - 17:45;147,46
15.03.2026;17:45 - 18:00;164,72
15.03.2026;18:00 - 18:15;149,91
15.03.2026;18:15 - 18:30;155,07
15.03.2026;18:30 - 18:45;159,41
15.03.2026;18:45 - 19:00;160,34
15.03.2026;19:00 - 19:15;156,15
15.03.2026;19:15 - 19:30;146,12
15.03.2026;19:30 - 19:45;138,95
15.03.2026;19:45 - 20:00;131,53
15.03.2026;20:00 - 20:15;148,48
15.03.2026;20:15 - 20:30;146,92
15.03.2026;20:30 - 20:45;138,36
15.03.2026;20:45 - 21:00;121,36
15.03.2026;21:00 - 21:15;140,2
15.03.2026;21:15 - 21:30;126,76
15.03.2026;21:30 - 21:45;109,58
15.03.2026;21:45 - 22:00;97,46
15.03.2026;22:00 - 22:15;123,2
15.03.2026;22:15 - 22:30;114,71
15.03.2026;22:30 - 22:45;95,39
15.03.2026;22:45 - 23:00;84,83
15.03.2026;23:00 - 23:15;117,4
15.03.2026;23:15 - 23:30;92,34
15.03.2026;23:30 - 23:45;79,52
15.03.2026;23:45 - 00:00;67,09
16.03.2026;00:00 - 00:15;79,08
16.03.2026;00:15 - 00:30;82,81
16.03.2026;00:30 - 00:45;76,7
16.03.2026;00:45 - 01:00;94,83
16.03.2026;01:00 - 01:15;91,29
16.03.2026;01:15 - 01:30;81,82
16.03.2026;01:30 - 01:45;84,94
16.03.2026;01:45 - 02:00;69,9
16.03.2026;02:00 - 02:15;92,62
16.03.2026;02:15 - 02:30;90,27
16.03.2026;02:30 - 02:45;93,5
16.03.2026;02:45 - 03:00;77,19
16.03.2026;03:00 - 03:15;73,29
16.03.2026;03:15 - 03:30;76,71
16.03.2026;03:30 - 03:45;35,51
16.03.2026;03:45 - 04:00;58,31
16.03.2026;04:00 - 04:15;60,83
16.03.2026;04:15 - 04:30;103,96
16.03.2026;04:30 - 04:45;89,22
16.03.2026;04:45 - 05:00;106,09
16.03.2026;05:00 - 05:15;61,9
16.03.2026;05:15 - 05:30;75,01
16.03.2026;05:30 - 05:45;102,11
16.03.2026;05:45 - 06:00;132,91
16.03.2026;06:00 - 06:15;138,9
16.03.2026;06:15 - 06:30;150,26
16.03.2026;06:30 - 06:45;149,96
16.03.2026;06:45 - 07:00;140,68
16.03.2026;07:00 - 07:15;153,75
16.03.2026;07:15 - 07:30;149,96
16.03.2026;07:30 - 07:45;128,82
16.03.2026;07:45 - 08:00;105,15
16.03.2026;08:00 - 08:15;132,82
16.03.2026;08:15 - 08:30;103,79
16.03.2026;08:30 - 08:45;89,39
16.03.2026;08:45 - 09:00;76,85
16.03.2026;09:00 - 09:15;99,64
16.03.2026;09:15 - 09:30;82,83
16.03.2026;09:30 - 09:45;64,42
16.03.2026;09:45 - 10:00;46,02
16.03.2026;10:00 - 10:15;62,6
16.03.2026;10:15 - 10:30;52,4
16.03.2026;10:30 - 10:45;36,06
16.03.2026;10:45 - 11:00;19,97
16.03.2026;11:00 - 11:15;22,56
16.03.2026;11:15 - 11:30;15,62
16.03.2026;11:30 - 11:45;14,36
16.03.2026;11:45 - 12:00;16,96
16.03.2026;12:00 - 12:15;17,67
16.03.2026;12:15 - 12:30;15,95
16.03.2026;12:30 - 12:45;22,87
16.03.2026;12:45 - 13:00;39,7
16.03.2026;13:00 - 13:15;22,41
16.03.2026;13:15 - 13:30;42,86
16.03.2026;13:30 - 13:45;48,82
16.03.2026;13:45 - 14:00;120,9
16.03.2026;14:00 - 14:15;52,74
16.03.2026;14:15 - 14:30;99,56
16.03.2026;14:30 - 14:45;81,28
16.03.2026;14:45 - 15:00;126,78
16.03.2026;15:00 - 15:15;109,02
16.03.2026;15:15 - 15:30;107,33
16.03.2026;15:30 - 15:45;139,9
16.03.2026;15:45 - 16:00;139,94
16.03.2026;16:00 - 16:15;110,76
16.03.2026;16:15 - 16:30;139,98
16.03.2026;16:30 - 16:45;147,98
16.03.2026;16:45 - 17:00;161,37
16.03.2026;17:00 - 17:15;110,68
16.03.2026;17:15 - 17:30;147,51
16.03.2026;17:30 - 17:45;158,83
16.03.2026;17:45 - 18:00;179,8
16.03.2026;18:00 - 18:15;149,95
16.03.2026;18:15 - 18:30;161,31
16.03.2026;18:30 - 18:45;176,34
16.03.2026;18:45 - 19:00;186,67
16.03.2026;19:00 - 19:15;179,69
16.03.2026;19:15 - 19:30;179,55
16.03.2026;19:30 - 19:45;179,82
16.03.2026;19:45 - 20:00;178,88
16.03.2026;20:00 - 20:15;180,38
16.03.2026;20:15 - 20:30;162,65
16.03.2026;20:30 - 20:45;144,45
16.03.2026;20:45 - 21:00;130,17
16.03.2026;21:00 - 21:15;143,27
16.03.2026;21:15 - 21:30;128,52
16.03.2026;21:30 - 21:45;120,54
16.03.2026;21:45 - 22:00;111,66
16.03.2026;22:00 - 22:15;131,49
16.03.2026;22:15 - 22:30;125,19
16.03.2026;22:30 - 22:45;124,84
16.03.2026;22:45 - 23:00;109,99
16.03.2026;23:00 - 23:15;111,67
16.03.2026;23:15 - 23:30;103,79
16.03.2026;23:30 - 23:45;95
16.03.2026;23:45 - 00:00;89,79
17.03.2026;00:00 - 00:15;132,74
17.03.2026;00:15 - 00:30;113,4
17.03.2026;00:30 - 00:45;105,66
17.03.2026;00:45 - 01:00;104,85
17.03.2026;01:00 - 01:15;106,31
17.03.2026;01:15 - 01:30;106,53
17.03.2026;01:30 - 01:45;106,04
17.03.2026;01:45 - 02:00;106,82
17.03.2026;02:00 - 02:15;107,47
17.03.2026;02:15 - 02:30;107,51
17.03.2026;02:30 - 02:45;108,41
17.03.2026;02:45 - 03:00;107,62
17.03.2026;03:00 - 03:15;107,25
17.03.2026;03:15 - 03:30;109,92
17.03.2026;03:30 - 03:45;110,43
17.03.2026;03:45 - 04:00;108,98
17.03.2026;04:00 - 04:15;111,89
17.03.2026;04:15 - 04:30;111,82
17.03.2026;04:30 - 04:45;111,56
17.03.2026;04:45 - 05:00;112,12
17.03.2026;05:00 - 05:15;110,48
17.03.2026;05:15 - 05:30;115,08
17.03.2026;05:30 - 05:45;127,24
17.03.2026;05:45 - 06:00;138,2
17.03.2026;06:00 - 06:15;139,32
17.03.2026;06:15 - 06:30;149,68
17.03.2026;06:30 - 06:45;156,95
17.03.2026;06:45 - 07:00;162,71
17.03.2026;07:00 - 07:15;174,32
17.03.2026;07:15 - 07:30;178,07
17.03.2026;07:30 - 07:45;174,33
17.03.2026;07:45 - 08:00;152,19
17.03.2026;08:00 - 08:15;192,66
17.03.2026;08:15 - 08:30;159,92
17.03.2026;08:30 - 08:45;139,93
17.03.2026;08:45 - 09:00;120,69
17.03.2026;09:00 - 09:15;149,95
17.03.2026;09:15 - 09:30;130,15
17.03.2026;09:30 - 09:45;119,14
17.03.2026;09:45 - 10:00;115,17
17.03.2026;10:00 - 10:15;138,74
17.03.2026;10:15 - 10:30;113
17.03.2026;10:30 - 10:45;108,91
17.03.2026;10:45 - 11:00;113,16
17.03.2026;11:00 - 11:15;111,51
17.03.2026;11:15 - 11:30;111,38
17.03.2026;11:30 - 11:45;109,91
17.03.2026;11:45 - 12:00;115,62
17.03.2026;12:00 - 12:15;106,99
17.03.2026;12:15 - 12:30;106,75
17.03.2026;12:30 - 12:45;106,77
17.03.2026;12:45 - 13:00;106,34
17.03.2026;13:00 - 13:15;108,91
17.03.2026;13:15 - 13:30;109,04
17.03.2026;13:30 - 13:45;107,78
17.03.2026;13:45 - 14:00;108,87
17.03.2026;14:00 - 14:15;108,62
17.03.2026;14:15 - 14:30;112,68
17.03.2026;14:30 - 14:45;110,89
17.03.2026;14:45 - 15:00;114,4
17.03.2026;15:00 - 15:15;111,03
17.03.2026;15:15 - 15:30;117,37
17.03.2026;15:30 - 15:45;128,82
17.03.2026;15:45 - 16:00;140,61
17.03.2026;16:00 - 16:15;125,6
17.03.2026;16:15 - 16:30;139,9
17.03.2026;16:30 - 16:45;153,43
17.03.2026;16:45 - 17:00;170,49
17.03.2026;17:00 - 17:15;141,93
17.03.2026;17:15 - 17:30;157,91
17.03.2026;17:30 - 17:45;175
17.03.2026;17:45 - 18:00;217,5
17.03.2026;18:00 - 18:15;170,63
17.03.2026;18:15 - 18:30;181,46
17.03.2026;18:30 - 18:45;189,73
17.03.2026;18:45 - 19:00;200,22
17.03.2026;19:00 - 19:15;198,66
17.03.2026;19:15 - 19:30;184,06
17.03.2026;19:30 - 19:45;159,55
17.03.2026;19:45 - 20:00;151,39
17.03.2026;20:00 - 20:15;161,64
17.03.2026;20:15 - 20:30;148,81
17.03.2026;20:30 - 20:45;140,31
17.03.2026;20:45 - 21:00;132,4
17.03.2026;21:00 - 21:15;149,75
17.03.2026;21:15 - 21:30;140
17.03.2026;21:30 - 21:45;132,84
17.03.2026;21:45 - 22:00;119,9
17.03.2026;22:00 - 22:15;139,49
17.03.2026;22:15 - 22:30;126,77
17.03.2026;22:30 - 22:45;110,25
17.03.2026;22:45 - 23:00;104,73
17.03.2026;23:00 - 23:15;115,64
17.03.2026;23:15 - 23:30;109,59
17.03.2026;23:30 - 23:45;106,75
17.03.2026;23:45 - 00:00;102,21
18.03.2026;00:00 - 00:15;107,36
18.03.2026;00:15 - 00:30;98,76
18.03.2026;00:30 - 00:45;99,04
18.03.2026;00:45 - 01:00;97,82
18.03.2026;01:00 - 01:15;102,47
18.03.2026;01:15 - 01:30;98,65
18.03.2026;01:30 - 01:45;95,96
18.03.2026;01:45 - 02:00;93,77
18.03.2026;02:00 - 02:15;97,62
18.03.2026;02:15 - 02:30;97,4
18.03.2026;02:30 - 02:45;95,71
18.03.2026;02:45 - 03:00;96,82
18.03.2026;03:00 - 03:15;98,87
18.03.2026;03:15 - 03:30;97,62
18.03.2026;03:30 - 03:45;98
18.03.2026;03:45 - 04:00;97,85
18.03.2026;04:00 - 04:15;99,02
18.03.2026;04:15 - 04:30;101,12
18.03.2026;04:30 - 04:45;102,3
18.03.2026;04:45 - 05:00;103,61
18.03.2026;05:00 - 05:15;98,55
18.03.2026;05:15 - 05:30;101,67
18.03.2026;05:30 - 05:45;114,73
18.03.2026;05:45 - 06:00;131,7
18.03.2026;06:00 - 06:15;121,24
18.03.2026;06:15 - 06:30;141,98
18.03.2026;06:30 - 06:45;148,5
18.03.2026;06:45 - 07:00;148,48
18.03.2026;07:00 - 07:15;157,07
18.03.2026;07:15 - 07:30;157,48
18.03.2026;07:30 - 07:45;139,29
18.03.2026;07:45 - 08:00;107,67
18.03.2026;08:00 - 08:15;137,39
18.03.2026;08:15 - 08:30;111,44
18.03.2026;08:30 - 08:45;91,66
18.03.2026;08:45 - 09:00;77,93
18.03.2026;09:00 - 09:15;133,93
18.03.2026;09:15 - 09:30;116,37
18.03.2026;09:30 - 09:45;79,2
18.03.2026;09:45 - 10:00;38,66
18.03.2026;10:00 - 10:15;127,96
18.03.2026;10:15 - 10:30;25,52
18.03.2026;10:30 - 10:45;12,42
18.03.2026;10:45 - 11:00;11,42
18.03.2026;11:00 - 11:15;12,58
18.03.2026;11:15 - 11:30;11,5
18.03.2026;11:30 - 11:45;13,29
18.03.2026;11:45 - 12:00;13,86
18.03.2026;12:00 - 12:15;12,18
18.03.2026;12:15 - 12:30;14,43
18.03.2026;12:30 - 12:45;11,26
18.03.2026;12:45 - 13:00;5,69
18.03.2026;13:00 - 13:15;7,09
18.03.2026;13:15 - 13:30;1,63
18.03.2026;13:30 - 13:45;0,55
18.03.2026;13:45 - 14:00;1,03
18.03.2026;14:00 - 14:15;4,25
18.03.2026;14:15 - 14:30;5,27
18.03.2026;14:30 - 14:45;10,94
18.03.2026;14:45 - 15:00;56,5
18.03.2026;15:00 - 15:15;5,8
18.03.2026;15:15 - 15:30;62,94
18.03.2026;15:30 - 15:45;91,63
18.03.2026;15:45 - 16:00;110,62
18.03.2026;16:00 - 16:15;72,58
18.03.2026;16:15 - 16:30;104,29
18.03.2026;16:30 - 16:45;138,73
18.03.2026;16:45 - 17:00;154,13
18.03.2026;17:00 - 17:15;108,39
18.03.2026;17:15 - 17:30;144,47
18.03.2026;17:30 - 17:45;169,16
18.03.2026;17:45 - 18:00;194,98
18.03.2026;18:00 - 18:15;171,84
18.03.2026;18:15 - 18:30;183,38
18.03.2026;18:30 - 18:45;191,22
18.03.2026;18:45 - 19:00;189,56
18.03.2026;19:00 - 19:15;194,96
18.03.2026;19:15 - 19:30;185,64
18.03.2026;19:30 - 19:45;168,81
18.03.2026;19:45 - 20:00;144,49
18.03.2026;20:00 - 20:15;173,2
18.03.2026;20:15 - 20:30;160,6
18.03.2026;20:30 - 20:45;151,28
18.03.2026;20:45 - 21:00;146,4
18.03.2026;21:00 - 21:15;155,25
18.03.2026;21:15 - 21:30;148,38
18.03.2026;21:30 - 21:45;134,92
18.03.2026;21:45 - 22:00;124,85
18.03.2026;22:00 - 22:15;145,67
18.03.2026;22:15 - 22:30;134,36
18.03.2026;22:30 - 22:45;125,02
18.03.2026;22:45 - 23:00;118,68
18.03.2026;23:00 - 23:15;133,13
18.03.2026;23:15 - 23:30;122,51
18.03.2026;23:30 - 23:45;120,28
18.03.2026;23:45 - 00:00;111,75
19.03.2026;00:00 - 00:15;118,09
19.03.2026;00:15 - 00:30;113,54
19.03.2026;00:30 - 00:45;113,72
19.03.2026;00:45 - 01:00;112,62
19.03.2026;01:00 - 01:15;117,79
19.03.2026;01:15 - 01:30;117,32
19.03.2026;01:30 - 01:45;118,48
19.03.2026;01:45 - 02:00;119,08
19.03.2026;02:00 - 02:15;119,44
19.03.2026;02:15 - 02:30;118,8
19.03.2026;02:30 - 02:45;120,05
19.03.2026;02:45 - 03:00;121,96
19.03.2026;03:00 - 03:15;115,48
19.03.2026;03:15 - 03:30;118,59
19.03.2026;03:30 - 03:45;124,21
19.03.2026;03:45 - 04:00;127,92
19.03.2026;04:00 - 04:15;126,94
19.03.2026;04:15 - 04:30;128,79
19.03.2026;04:30 - 04:45;131,15
19.03.2026;04:45 - 05:00;134,12
19.03.2026;05:00 - 05:15;128,88
19.03.2026;05:15 - 05:30;134,9
19.03.2026;05:30 - 05:45;139,28
19.03.2026;05:45 - 06:00;155,86
19.03.2026;06:00 - 06:15;144,49
19.03.2026;06:15 - 06:30;165,15
19.03.2026;06:30 - 06:45;178,43
19.03.2026;06:45 - 07:00;184,78
19.03.2026;07:00 - 07:15;189,45
19.03.2026;07:15 - 07:30;177,76
19.03.2026;07:30 - 07:45;151,41
19.03.2026;07:45 - 08:00;117,03
19.03.2026;08:00 - 08:15;182,51
19.03.2026;08:15 - 08:30;152,32
19.03.2026;08:30 - 08:45;113,55
19.03.2026;08:45 - 09:00;77,75
19.03.2026;09:00 - 09:15;125
19.03.2026;09:15 - 09:30;107,32
19.03.2026;09:30 - 09:45;89,35
19.03.2026;09:45 - 10:00;60,36
19.03.2026;10:00 - 10:15;109,18
19.03.2026;10:15 - 10:30;64,63
19.03.2026;10:30 - 10:45;44,2
19.03.2026;10:45 - 11:00;23,61
19.03.2026;11:00 - 11:15;22,69
19.03.2026;11:15 - 11:30;10,58
19.03.2026;11:30 - 11:45;5,14
19.03.2026;11:45 - 12:00;3,37
19.03.2026;12:00 - 12:15;3,6
19.03.2026;12:15 - 12:30;4,41
19.03.2026;12:30 - 12:45;5,77
19.03.2026;12:45 - 13:00;6,33
19.03.2026;13:00 - 13:15;9,86
19.03.2026;13:15 - 13:30;12,58
19.03.2026;13:30 - 13:45;26,66
19.03.2026;13:45 - 14:00;34,22
19.03.2026;14:00 - 14:15;20
19.03.2026;14:15 - 14:30;60
19.03.2026;14:30 - 14:45;86,81
19.03.2026;14:45 - 15:00;117,06
19.03.2026;15:00 - 15:15;48,72
19.03.2026;15:15 - 15:30;93,43
19.03.2026;15:30 - 15:45;108,99
19.03.2026;15:45 - 16:00;132,93
19.03.2026;16:00 - 16:15;108,24
19.03.2026;16:15 - 16:30;121,96
19.03.2026;16:30 - 16:45;135,69
19.03.2026;16:45 - 17:00;160,59
19.03.2026;17:00 - 17:15;112,53
19.03.2026;17:15 - 17:30;140,29
19.03.2026;17:30 - 17:45;163,05
19.03.2026;17:45 - 18:00;181,71
19.03.2026;18:00 - 18:15;159,57
19.03.2026;18:15 - 18:30;177,49
19.03.2026;18:30 - 18:45;193,99
19.03.2026;18:45 - 19:00;198,12
19.03.2026;19:00 - 19:15;209,87
19.03.2026;19:15 - 19:30;194,98
19.03.2026;19:30 - 19:45;183,85
19.03.2026;19:45 - 20:00;173,98
19.03.2026;20:00 - 20:15;184,92
19.03.2026;20:15 - 20:30;174,59
19.03.2026;20:30 - 20:45;165,29
19.03.2026;20:45 - 21:00;153,6
19.03.2026;21:00 - 21:15;170,49
19.03.2026;21:15 - 21:30;165,2
19.03.2026;21:30 - 21:45;155,25
19.03.2026;21:45 - 22:00;137,5
19.03.2026;22:00 - 22:15;160,82
19.03.2026;22:15 - 22:30;155
19.03.2026;22:30 - 22:45;141
19.03.2026;22:45 - 23:00;134,72
19.03.2026;23:00 - 23:15;149,94
19.03.2026;23:15 - 23:30;143,36
19.03.2026;23:30 - 23:45;134,9
19.03.2026;23:45 - 00:00;129,51
20.03.2026;00:00 - 00:15;166,12
20.03.2026;00:15 - 00:30;153,74
20.03.2026;00:30 - 00:45;146,81
20.03.2026;00:45 - 01:00;142,9
20.03.2026;01:00 - 01:15;149,94
20.03.2026;01:15 - 01:30;147,07
20.03.2026;01:30 - 01:45;143,91
20.03.2026;01:45 - 02:00;142,9
20.03.2026;02:00 - 02:15;143,29
20.03.2026;02:15 - 02:30;143,32
20.03.2026;02:30 - 02:45;144,28
20.03.2026;02:45 - 03:00;145,53
20.03.2026;03:00 - 03:15;143,82
20.03.2026;03:15 - 03:30;143,95
20.03.2026;03:30 - 03:45;148,39
20.03.2026;03:45 - 04:00;147,53
20.03.2026;04:00 - 04:15;140,43
20.03.2026;04:15 - 04:30;145,85
20.03.2026;04:30 - 04:45;149,86
20.03.2026;04:45 - 05:00;159,85
20.03.2026;05:00 - 05:15;144,07
20.03.2026;05:15 - 05:30;153,37
20.03.2026;05:30 - 05:45;174,33
20.03.2026;05:45 - 06:00;183,03
20.03.2026;06:00 - 06:15;173,42
20.03.2026;06:15 - 06:30;202,18
20.03.2026;06:30 - 06:45;213,13
20.03.2026;06:45 - 07:00;219,13
20.03.2026;07:00 - 07:15;242,19
20.03.2026;07:15 - 07:30;215,93
20.03.2026;07:30 - 07:45;194,05
20.03.2026;07:45 - 08:00;158,8
20.03.2026;08:00 - 08:15;197,99
20.03.2026;08:15 - 08:30;174,23
20.03.2026;08:30 - 08:45;142,94
20.03.2026;08:45 - 09:00;112,95
20.03.2026;09:00 - 09:15;173,36
20.03.2026;09:15 - 09:30;152,4
20.03.2026;09:30 - 09:45;118,35
20.03.2026;09:45 - 10:00;113,39
20.03.2026;10:00 - 10:15;136,52
20.03.2026;10:15 - 10:30;122,39
20.03.2026;10:30 - 10:45;96,86
20.03.2026;10:45 - 11:00;92,95
20.03.2026;11:00 - 11:15;104,83
20.03.2026;11:15 - 11:30;93,49
20.03.2026;11:30 - 11:45;77,56
20.03.2026;11:45 - 12:00;68,65
20.03.2026;12:00 - 12:15;78,35
20.03.2026;12:15 - 12:30;73,17
20.03.2026;12:30 - 12:45;72,07
20.03.2026;12:45 - 13:00;64,98
20.03.2026;13:00 - 13:15;61,99
20.03.2026;13:15 - 13:30;66,23
20.03.2026;13:30 - 13:45;76,31
20.03.2026;13:45 - 14:00;85,05
20.03.2026;14:00 - 14:15;66,15
20.03.2026;14:15 - 14:30;89,73
20.03.2026;14:30 - 14:45;105,73
20.03.2026;14:45 - 15:00;124,96
20.03.2026;15:00 - 15:15;111,42
20.03.2026;15:15 - 15:30;128,01
20.03.2026;15:30 - 15:45;132,24
20.03.2026;15:45 - 16:00;149,84
20.03.2026;16:00 - 16:15;116,23
20.03.2026;16:15 - 16:30;154,6
20.03.2026;16:30 - 16:45;173,89
20.03.2026;16:45 - 17:00;197,93
20.03.2026;17:00 - 17:15;154,51
20.03.2026;17:15 - 17:30;173,36
20.03.2026;17:30 - 17:45;190,7
20.03.2026;17:45 - 18:00;228,72
20.03.2026;18:00 - 18:15;188,61
20.03.2026;18:15 - 18:30;204,51
20.03.2026;18:30 - 18:45;220,99
20.03.2026;18:45 - 19:00;224,26
20.03.2026;19:00 - 19:15;244,5
20.03.2026;19:15 - 19:30;225,81
20.03.2026;19:30 - 19:45;209,16
20.03.2026;19:45 - 20:00;194,81
20.03.2026;20:00 - 20:15;206,63
20.03.2026;20:15 - 20:30;192,02
20.03.2026;20:30 - 20:45;182,65
20.03.2026;20:45 - 21:00;171,47
20.03.2026;21:00 - 21:15;185,48
20.03.2026;21:15 - 21:30;180,78
20.03.2026;21:30 - 21:45;166,48
20.03.2026;21:45 - 22:00;158,73
20.03.2026;22:00 - 22:15;173,44
20.03.2026;22:15 - 22:30;173,88
20.03.2026;22:30 - 22:45;150,12
20.03.2026;22:45 - 23:00;143
20.03.2026;23:00 - 23:15;170,93
20.03.2026;23:15 - 23:30;163,96
20.03.2026;23:30 - 23:45;147
20.03.2026;23:45 - 00:00;143
